,company,typename,inches,ram,x_res,y_res,full_hd,ips_panel,touchscreen,4k_display,cpu_type,cpu_speed,cpu_brand,primary_memory_type,primary_memory_capacity,secondary_memory_type,secondary_memory_capacity,gpu_brand,os,weight,price
372,asus,gaming,17.3,16,1920,1080,1,1,0,0,ryzen,3.0,amd,ssd,256,hdd,1024,amd radeon,windows,3.25,117162.72
373,lenovo,notebook,17.3,4,1600,900,0,0,0,0,a series,2.2,amd,ssd,128,no secondary memory,0,amd radeon,windows,2.6,26053.92
374,dell,2 in 1 convertible,13.3,8,1920,1080,1,0,1,0,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.62,46300.85
375,hp,notebook,15.6,4,1920,1080,1,0,0,0,a series,3.0,amd,ssd,256,no secondary memory,0,amd radeon,windows,1.91,26053.39
376,lenovo,netbook,11.6,4,1366,768,0,1,0,0,celeron,1.1,intel,ssd,128,no secondary memory,0,intel hd,windows,1.59,29463.84
377,dell,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,1.8,16463.52
378,asus,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.5,15238.08
379,acer,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.4,45074.88
380,hp,gaming,17.3,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,3.35,63456.48
381,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,no os,1.85,21498.48
382,asus,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.3,88178.4
383,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.5,58554.72
384,asus,ultrabook,13.3,16,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.1,93181.39
385,lenovo,ultrabook,14.0,8,2560,1440,0,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.13,121584.96
386,lenovo,notebook,13.3,4,1920,1080,1,1,0,0,core i3,2.4,intel,ssd,128,no secondary memory,0,intel hd,windows,1.5,29250.72
387,dell,workstation,15.6,8,1920,1080,1,0,0,0,core i5,2.6,intel,hdd,500,no secondary memory,0,amd,windows,2.23,72940.32
388,dell,workstation,15.6,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia,windows,2.0,113752.8
389,lenovo,2 in 1 convertible,14.0,16,2560,1440,0,0,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.42,133679.52
390,asus,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,3.0,55357.92
391,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.0,84768.48
392,acer,notebook,15.6,12,1366,768,0,1,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,36975.79
393,msi,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.7,71874.72
394,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,linux,2.33,41498.19
395,hp,ultrabook,15.6,4,1920,1080,1,0,0,0,a series,3.0,amd,ssd,256,no secondary memory,0,amd radeon,windows,1.91,26586.72
396,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.1,65510.96
397,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.9,49976.64
398,dell,workstation,15.6,8,3840,2160,0,0,1,1,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,1.78,144495.36
399,lenovo,ultrabook,14.0,16,2560,1440,0,1,0,0,core i7,2.7,intel,ssd,1024,no secondary memory,0,intel hd,windows,1.13,139860.0
400,lenovo,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.1,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.2,16303.68
401,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.9,81465.12
402,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i5,1.6,intel,ssd,256,hdd,1024,amd radeon,windows,2.1,60978.96
403,acer,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,linux,2.5,46833.12
404,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.8,119826.72
405,asus,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.1,99793.44
406,toshiba,ultrabook,13.3,16,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.2,93080.16
407,dell,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,intel hd,windows,1.36,89510.4
408,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,2.2,21791.52
409,lenovo,notebook,11.6,2,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.15,16221.1
410,lenovo,workstation,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia,windows,2.67,102564.0
411,lenovo,ultrabook,14.0,8,2560,1440,1,1,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,1.7,103523.04
412,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.1,24988.32
413,acer,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.6,42038.45
414,asus,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.27,49443.84
415,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,amd radeon,linux,2.3,31909.39
416,dell,notebook,13.3,4,1366,768,0,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,windows,1.65,36709.92
417,hp,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.43,79920.0
418,dell,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.14,28768.54
419,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,amd radeon,windows,1.75,64755.45
420,lenovo,2 in 1 convertible,15.6,16,3840,2160,0,1,1,1,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.0,101178.72
421,chuwi,notebook,12.3,6,2736,1824,0,1,0,0,celeron,1.1,intel,flash storage,64,no secondary memory,0,intel hd,windows,1.4,23922.72
422,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,256,no secondary memory,0,intel hd,windows,2.31,76030.56
423,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.3,31808.16
424,dell,gaming,17.3,16,2560,1440,0,1,0,0,core i7,2.9,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.42,149130.72
425,dell,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.62,61751.52
426,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,hdd,2048,amd radeon,windows,2.02,60867.07
427,dell,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel hd,linux,1.6,58554.72
428,hp,gaming,17.3,12,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.35,106506.72
429,mediacom,2 in 1 convertible,11.6,4,1920,1080,1,1,1,0,celeron,1.1,intel,ssd,32,no secondary memory,0,intel hd,windows,1.16,15930.72
430,samsung,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,16,no secondary memory,0,intel hd,chrome os,1.15,14332.32
431,lenovo,notebook,13.3,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.4,53812.8
432,lenovo,notebook,14.0,4,1920,1080,1,1,0,0,core i3,2.7,intel,ssd,128,no secondary memory,0,intel hd,windows,1.7,31914.72
433,lenovo,workstation,15.6,16,3840,2160,0,1,0,1,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.3,130269.6
434,lenovo,notebook,15.6,16,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,512,no secondary memory,0,nvidia,windows,2.5,130482.72
435,asus,gaming,17.3,8,1920,1080,1,0,0,0,ryzen,3.2,amd,ssd,256,hdd,1024,amd radeon,windows,3.2,90309.6
436,hp,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,18488.16
437,google,ultrabook,12.3,16,2400,1600,0,0,1,0,core i7,1.3,intel,ssd,512,no secondary memory,0,intel hd,chrome os,1.1,117162.72
438,lenovo,ultrabook,14.0,24,2560,1440,0,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.32,126912.96
439,asus,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,linux,2.0,29783.52
440,lenovo,notebook,17.3,8,1600,900,0,0,0,0,a series,2.5,amd,hdd,1024,no secondary memory,0,amd radeon,windows,2.8,27652.32
441,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.2,39906.72
442,lenovo,ultrabook,12.5,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.36,76137.12
443,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,pentium,1.1,intel,ssd,128,no secondary memory,0,intel hd,windows,2.2,18594.72
444,hp,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.2,58554.72
445,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.64,62817.12
446,acer,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,linux,2.4,23539.1
447,dell,workstation,15.6,8,1920,1080,1,0,0,0,others,3.0,intel,flash storage,64,hdd,1024,nvidia,windows,2.23,106187.04
448,msi,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.2,54757.99
449,microsoft,ultrabook,13.5,16,2256,1504,0,0,1,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel,windows,1.25,137941.92
450,hp,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.91,31381.92
451,dell,workstation,15.6,16,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia,windows,2.17,105228.0
452,hp,workstation,15.6,8,1920,1080,1,1,0,0,core i7,2.9,intel,ssd,512,no secondary memory,0,intel hd,windows,2.31,81731.52
453,lenovo,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.65,71661.6
454,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,1024,amd radeon,windows,2.36,52161.12
455,dell,2 in 1 convertible,11.6,4,1366,768,0,0,1,0,pentium,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,1.47,25521.12
456,dell,notebook,17.3,8,1920,1080,1,1,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,4.42,109010.88
457,microsoft,ultrabook,13.5,4,2256,1504,0,0,1,0,others,2.2,intel,ssd,128,no secondary memory,0,intel hd,windows,1.25,52693.92
458,microsoft,ultrabook,13.5,8,2256,1504,0,0,1,0,core i7,2.5,intel,ssd,256,no secondary memory,0,intel,windows,1.25,95850.72
459,hp,notebook,17.3,8,1600,900,0,0,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,intel hd,windows,2.5,34093.87
460,acer,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.23,28984.32
461,acer,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.6,intel,ssd,128,no secondary memory,0,intel hd,windows,1.4,23176.8
462,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.37,39906.72
463,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,amd radeon,no os,1.5,42570.72
464,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,256,no secondary memory,0,nvidia,windows,2.67,111355.2
465,asus,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,500,no secondary memory,0,intel hd,windows,2.0,16197.12
466,acer,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,nvidia geforce,windows,2.2,24988.32
467,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,hdd,2048,no secondary memory,0,amd radeon,windows,2.02,40439.52
468,hp,gaming,17.3,12,1920,1080,1,1,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,3.78,90522.72
469,lenovo,ultrabook,14.0,12,2560,1440,0,1,0,0,core i7,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.4,98994.24
470,hp,2 in 1 convertible,13.3,8,3840,2160,0,1,1,1,core i7,1.8,intel,ssd,512,no secondary memory,0,intel uhd,windows,1.29,106506.72
471,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,amd,windows,1.9,61485.12
472,google,ultrabook,12.3,8,2400,1600,0,0,1,0,core i5,1.2,intel,ssd,128,no secondary memory,0,intel hd,chrome os,1.1,67932.0
473,dell,ultrabook,13.3,8,1920,1080,1,0,1,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.42,98133.77
474,asus,notebook,15.6,12,3840,2160,0,1,0,1,core i7,2.6,intel,ssd,128,hdd,1024,intel hd,windows,2.06,69210.72
475,dell,notebook,14.0,8,1366,768,0,0,0,0,core i3,2.3,intel,ssd,128,no secondary memory,0,intel hd,windows,1.79,39427.2
476,dell,workstation,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,1.78,128298.24
477,lenovo,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,180,no secondary memory,0,intel hd,windows,1.7,72673.92
478,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.2,35964.0
479,toshiba,notebook,13.3,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.05,89084.16
480,dell,notebook,15.6,8,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.16,67239.36
481,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.18,31254.05
482,hp,notebook,13.3,4,1920,1080,1,1,0,0,core i5,1.6,intel,ssd,128,no secondary memory,0,intel uhd,windows,1.49,38681.28
483,chuwi,notebook,15.6,4,1920,1080,1,0,0,0,others,1.44,intel,flash storage,64,no secondary memory,0,intel hd,windows,1.89,13261.39
484,lenovo,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,windows,2.3,30103.2
485,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.75,55890.72
486,dell,workstation,15.6,16,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,nvidia,windows,2.17,124568.64
487,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.06,101178.72
488,lenovo,ultrabook,12.5,16,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.36,95797.44
489,asus,ultrabook,12.5,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,0.91,103896.0
490,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.3,53918.83
491,toshiba,ultrabook,13.3,32,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.05,149130.72
492,asus,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,1.99,71928.0
493,acer,notebook,15.6,8,1366,768,0,0,0,0,a series,2.5,amd,hdd,1024,no secondary memory,0,amd radeon,windows,2.2,30849.12
494,asus,gaming,17.3,24,1920,1080,1,1,1,0,core i7,2.6,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.33,67612.32
495,lenovo,ultrabook,12.5,8,1366,768,0,1,0,0,core i5,2.3,intel,ssd,180,no secondary memory,0,intel hd,windows,1.3,58554.72
496,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,2.17,47893.39
497,hp,notebook,14.0,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,1024,no secondary memory,0,intel hd,windows,1.48,93186.72
498,lenovo,notebook,13.3,8,1920,1080,1,1,0,0,core i3,2.4,intel,ssd,256,no secondary memory,0,intel hd,windows,1.4,50562.72
499,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.3,48538.08
500,asus,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,64,no secondary memory,0,intel hd,windows,1.2,18115.2
501,hp,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,amd radeon,windows,1.91,32979.79
502,lenovo,2 in 1 convertible,13.9,8,1920,1080,1,1,1,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.4,85194.72
503,lenovo,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.1,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,15930.72
504,lenovo,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.6,intel,ssd,16,no secondary memory,0,intel hd,chrome os,1.25,14119.2
505,lenovo,notebook,13.3,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.44,50562.72
506,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,hdd,1024,intel hd,windows,2.0,65214.72
507,acer,notebook,15.6,4,1920,1080,1,1,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,32660.64
508,hp,ultrabook,13.3,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.34,70489.44
509,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,no os,2.4,61218.72
510,dell,ultrabook,13.3,8,1920,1080,1,1,1,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.29,47898.72
511,acer,notebook,15.6,4,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,500,no secondary memory,0,nvidia geforce,windows,2.2,34045.92
512,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.18,44542.08
513,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,hdd,2048,amd radeon,windows,2.2,64961.11
514,xiaomi,notebook,15.6,16,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,nvidia geforce,no os,1.95,74589.34
515,asus,netbook,11.6,2,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.1,13053.6
516,hp,notebook,15.6,4,1366,768,0,0,1,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,intel uhd,windows,2.04,27783.92
517,asus,gaming,15.6,24,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.24,158135.04
518,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.04,47365.92
519,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.0,80133.12
520,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.2,74538.72
521,hp,ultrabook,13.3,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.32,74538.72
522,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.64,68184.01
523,hp,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,windows,1.63,36709.92
524,dell,notebook,17.3,8,1920,1080,1,1,0,0,core i5,1.6,intel,ssd,128,hdd,1024,amd radeon,linux,2.8,47365.92
525,lenovo,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,2.02,71395.2
526,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,42570.72
527,lenovo,notebook,15.6,8,1366,768,0,0,0,0,core i3,2.0,intel,hdd,2048,no secondary memory,0,nvidia geforce,no os,2.2,24455.52
528,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,amd radeon,windows,2.3,31168.8
529,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.9,73366.56
530,dell,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,4.42,160520.39
531,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,2.0,45820.8
532,asus,notebook,15.6,8,3840,2160,0,1,0,1,core i7,2.7,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.0,69210.72
533,mediacom,notebook,13.3,4,1920,1080,1,1,0,0,celeron,1.1,intel,ssd,32,no secondary memory,0,intel hd,windows,1.2,19660.32
534,asus,gaming,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.3,87858.72
535,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.93,72940.32
536,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.2,42486.0
537,hp,notebook,15.6,4,1920,1080,1,0,0,0,pentium,1.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.86,21258.19
538,hp,gaming,17.3,12,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.62,95850.72
539,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.87,45767.52
540,dell,ultrabook,13.3,8,3200,1800,0,0,1,0,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.2,74538.72
541,dell,notebook,14.0,4,1920,1080,1,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,windows,1.6,39207.15
542,hp,ultrabook,13.3,8,3200,1800,0,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.34,61005.6
543,acer,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.4,42517.44
544,asus,notebook,15.6,4,1366,768,0,0,0,0,others,1.8,amd,hdd,500,no secondary memory,0,amd radeon,windows,2.0,18594.72
545,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.4,intel,ssd,128,no secondary memory,0,intel hd,windows,2.1,37589.04
546,lenovo,notebook,14.0,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,1.87,41824.8
547,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.3,intel,hdd,1024,no secondary memory,0,intel hd,no os,2.15,24634.01
548,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,1.86,21152.16
549,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.99,92121.12
550,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,windows,2.2,26586.72
551,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.9,59513.23
552,dell,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.42,143802.72
553,hp,notebook,17.3,8,1600,900,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.65,28992.31
554,hp,notebook,17.3,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.63,68198.4
555,asus,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.1,intel,hdd,500,no secondary memory,0,intel hd,linux,2.0,11934.72
556,mediacom,notebook,13.3,4,1920,1080,1,1,0,0,others,1.44,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.35,13586.4
557,lenovo,notebook,17.3,6,1600,900,0,0,0,0,core i7,2.7,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.8,50562.72
558,hp,notebook,15.6,6,1920,1080,1,1,0,0,a series,2.5,amd,ssd,128,no secondary memory,0,amd radeon,windows,1.91,30310.99
